rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
indifferenziata,2.5,greedy,0,52,63932.6403,34954.8,11700.0,1909.6518,15368.1885,172.269209
indifferenziata,3.0,greedy,1,52,61350.2084,26576.8,14040.0,2291.5822,18441.8262,172.269209
indifferenziata,3.5,greedy,0,52,71301.7765,30732.8,16380.0,2673.5125,21515.4639,172.269209
indifferenziata,4.0,greedy,0,52,81253.3445,34888.8,18720.0,3055.4429,24589.1017,172.269209
indifferenziata,4.5,greedy,0,52,97048.9126,44888.8,21060.0,3437.3732,27662.7394,172.269209
indifferenziata,5.0,greedy,0,52,112844.4807,54888.8,23400.0,3819.3036,30736.3771,172.269209
indifferenziata,5.5,greedy,0,52,128640.0487,64888.8,25740.0,4201.2339,33810.0148,172.269209
indifferenziata,6.0,greedy,0,52,144435.6168,74888.8,28080.0,4583.1643,36883.6525,172.269209
organico,0.5,clarke_wright,0,152,244532.8769,231945.0,9120.0,386.4651,3081.4118,1483.924246
organico,1.0,clarke_wright,0,77,197439.0864,181945.0,9240.0,521.7896,5732.2967,1483.924246
organico,1.5,clarke_wright,0,51,150178.6574,131945.0,9180.0,662.0368,8391.6206,1483.924246
organico,2.0,clarke_wright,0,47,112637.1471,89352.0,11280.0,858.254,11146.8931,1483.924246
organico,2.5,clarke_wright,0,47,83272.4339,54166.0,14100.0,1072.8175,13933.6164,1483.924246
organico,3.0,clarke_wright,0,47,80715.7207,45788.0,16920.0,1287.381,16720.3396,1483.924246
organico,3.5,clarke_wright,1,47,78159.0074,37410.0,19740.0,1501.9445,19507.0629,1483.924246
organico,4.0,clarke_wright,0,47,81869.2942,35299.0,22560.0,1716.508,22293.7862,1483.924246
organico,4.5,clarke_wright,0,47,91846.581,39455.0,25380.0,1931.0715,25080.5094,1483.924246
organico,5.0,clarke_wright,0,47,101823.8678,43611.0,28200.0,2145.635,27867.2327,1483.924246
organico,5.5,clarke_wright,0,47,117645.1545,53611.0,31020.0,2360.1986,30653.956,1483.924246
organico,6.0,clarke_wright,0,47,133466.4413,63611.0,33840.0,2574.7621,33440.6793,1483.924246
carta,0.5,clarke_wright,0,101,69649.3389,62778.0,4040.0,300.4801,2530.8588,1483.924246
carta,1.0,clarke_wright,0,51,30968.1935,21666.4,4080.0,438.5292,4783.2643,1483.924246
carta,1.5,clarke_wright,1,40,25803.0686,13288.4,4800.0,614.3121,7100.3565,1483.924246
carta,2.0,clarke_wright,0,40,34130.7905,17444.4,6400.0,819.1439,9467.2466,1483.924246
carta,2.5,clarke_wright,0,40,48302.3881,27444.4,8000.0,1023.9298,11834.0583,1483.924246
carta,3.0,clarke_wright,0,40,62473.9857,37444.4,9600.0,1228.7158,14200.8699,1483.924246
carta,3.5,clarke_wright,0,40,76645.5833,47444.4,11200.0,1433.5018,16567.6816,1483.924246
carta,4.0,clarke_wright,0,40,90817.1809,57444.4,12800.0,1638.2877,18934.4932,1483.924246
carta,4.5,clarke_wright,0,40,104988.7786,67444.4,14400.0,1843.0737,21301.3049,1483.924246
carta,5.0,clarke_wright,0,40,119160.3762,77444.4,16000.0,2047.8597,23668.1165,1483.924246
carta,5.5,clarke_wright,0,40,133331.9738,87444.4,17600.0,2252.6456,26034.9282,1483.924246
carta,6.0,clarke_wright,0,40,147503.5714,97444.4,19200.0,2457.4316,28401.7398,1483.924246
plastica,0.5,clarke_wright,0,129,149196.5258,141722.6,4515.0,347.4858,2611.44,1483.924246
plastica,1.0,clarke_wright,0,65,101612.2392,91722.6,4550.0,481.946,4857.6932,1483.924246
plastica,1.5,clarke_wright,0,44,63271.6761,50907.28,4620.0,625.2644,7119.1317,1483.924246
plastica,2.0,clarke_wright,0,40,47692.4705,31806.08,5600.0,819.1439,9467.2466,1483.924246
plastica,2.5,clarke_wright,1,40,43286.0681,23428.08,7000.0,1023.9298,11834.0583,1483.924246
plastica,3.0,clarke_wright,0,40,50160.2657,26330.68,8400.0,1228.7158,14200.8699,1483.924246
plastica,3.5,clarke_wright,0,40,59456.6633,31655.48,9800.0,1433.5018,16567.6816,1483.924246
plastica,4.0,clarke_wright,0,40,73428.2609,41655.48,11200.0,1638.2877,18934.4932,1483.924246
plastica,4.5,clarke_wright,0,40,87399.8586,51655.48,12600.0,1843.0737,21301.3049,1483.924246
plastica,5.0,clarke_wright,0,40,101371.4562,61655.48,14000.0,2047.8597,23668.1165,1483.924246
plastica,5.5,clarke_wright,0,40,115343.0538,71655.48,15400.0,2252.6456,26034.9282,1483.924246
plastica,6.0,clarke_wright,0,40,129314.6514,81655.48,16800.0,2457.4316,28401.7398,1483.924246
vetro,0.5,clarke_wright,1,58,17675.4096,10833.2,3190.0,231.5838,3420.6258,1483.924246
vetro,1.0,clarke_wright,0,58,22406.6191,8722.2,6380.0,463.1676,6841.2515,1483.924246
vetro,1.5,clarke_wright,0,58,39248.8287,18722.2,9570.0,694.7514,10261.8773,1483.924246
vetro,2.0,clarke_wright,0,58,56091.0383,28722.2,12760.0,926.3352,13682.5031,1483.924246
vetro,2.5,clarke_wright,0,58,72933.2478,38722.2,15950.0,1157.919,17103.1289,1483.924246
vetro,3.0,clarke_wright,0,58,89775.4574,48722.2,19140.0,1389.5028,20523.7546,1483.924246
vetro,3.5,clarke_wright,0,58,106617.667,58722.2,22330.0,1621.0865,23944.3804,1483.924246
vetro,4.0,clarke_wright,0,58,123459.8765,68722.2,25520.0,1852.6703,27365.0062,1483.924246
vetro,4.5,clarke_wright,0,58,140302.0861,78722.2,28710.0,2084.2541,30785.632,1483.924246
vetro,5.0,clarke_wright,0,58,157144.2957,88722.2,31900.0,2315.8379,34206.2577,1483.924246
vetro,5.5,clarke_wright,0,58,173986.5052,98722.2,35090.0,2547.4217,37626.8835,1483.924246
vetro,6.0,clarke_wright,0,58,190828.7148,108722.2,38280.0,2779.0055,41047.5093,1483.924246
indifferenziata,0.5,clarke_wright,0,95,183032.9075,175556.0,4275.0,288.4764,2913.4311,1483.924246
indifferenziata,1.0,clarke_wright,0,49,135976.7024,125556.0,4410.0,432.1219,5578.5806,1483.924246
indifferenziata,1.5,clarke_wright,0,47,93852.3688,78518.8,6345.0,638.0568,8350.512,1483.924246
indifferenziata,2.0,clarke_wright,0,47,63777.5584,43332.8,8460.0,850.7424,11134.016,1483.924246
indifferenziata,2.5,clarke_wright,0,47,60510.748,34954.8,10575.0,1063.428,13917.52,1483.924246
indifferenziata,3.0,clarke_wright,1,47,57243.9377,26576.8,12690.0,1276.1136,16701.024,1483.924246
indifferenziata,3.5,clarke_wright,0,47,66511.1273,30732.8,14805.0,1488.7992,19484.5281,1483.924246
indifferenziata,4.0,clarke_wright,0,47,75778.3169,34888.8,16920.0,1701.4848,22268.0321,1483.924246
indifferenziata,4.5,clarke_wright,0,47,90889.5065,44888.8,19035.0,1914.1704,25051.5361,1483.924246
indifferenziata,5.0,clarke_wright,0,47,106000.6961,54888.8,21150.0,2126.856,27835.0401,1483.924246
indifferenziata,5.5,clarke_wright,0,47,121111.8857,64888.8,23265.0,2339.5416,30618.5441,1483.924246
indifferenziata,6.0,clarke_wright,0,47,136223.0753,74888.8,25380.0,2552.2272,33402.0481,1483.924246
