rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
plastica,4.5,greedy,0,15,29776.952,15504.26,4725.0,1529.7551,8017.9369,29.241477
plastica,5.0,greedy,0,15,34362.8067,18504.26,5250.0,1699.7279,8908.8188,29.241477
plastica,5.5,greedy,0,15,38948.6614,21504.26,5775.0,1869.7007,9799.7007,29.241477
plastica,6.0,greedy,0,15,43534.516,24504.26,6300.0,2039.6734,10690.5826,29.241477
vetro,0.5,greedy,1,21,5793.7102,3233.9,1155.0,186.259,1218.5512,29.241477
vetro,1.0,greedy,0,21,7731.7145,2618.9,2310.0,370.0107,2432.8039,29.241477
vetro,1.5,greedy,0,21,13288.1218,5618.9,3465.0,555.016,3649.2058,29.241477
vetro,2.0,greedy,0,21,18844.5291,8618.9,4620.0,740.0213,4865.6078,29.241477
vetro,2.5,greedy,0,21,24400.9363,11618.9,5775.0,925.0266,6082.0097,29.241477
vetro,3.0,greedy,0,21,29957.3436,14618.9,6930.0,1110.032,7298.4117,29.241477
vetro,3.5,greedy,0,21,35513.7509,17618.9,8085.0,1295.0373,8514.8136,29.241477
vetro,4.0,greedy,0,21,41070.1582,20618.9,9240.0,1480.0426,9731.2155,29.241477
vetro,4.5,greedy,0,21,46626.5654,23618.9,10395.0,1665.0479,10947.6175,29.241477
vetro,5.0,greedy,0,21,52182.9727,26618.9,11550.0,1850.0533,12164.0194,29.241477
vetro,5.5,greedy,0,21,57739.38,29618.9,12705.0,2035.0586,13380.4214,29.241477
vetro,6.0,greedy,0,21,63295.7872,32618.9,13860.0,2220.0639,14596.8233,29.241477
indifferenziata,0.5,greedy,0,29,55204.1013,52622.0,1305.0,205.4689,1071.6324,29.241477
indifferenziata,1.0,greedy,0,18,41658.3332,37622.0,1620.0,360.1438,2056.1894,29.241477
indifferenziata,1.5,greedy,0,18,29563.0381,23507.6,2430.0,540.5614,3084.8767,29.241477
indifferenziata,2.0,greedy,0,18,21009.5175,12935.6,3240.0,720.7486,4113.1689,29.241477
indifferenziata,2.5,greedy,0,18,20639.9969,10547.6,4050.0,900.9357,5141.4612,29.241477
indifferenziata,3.0,greedy,1,18,20270.4762,8159.6,4860.0,1081.1228,6169.7534,29.241477
indifferenziata,3.5,greedy,0,18,23446.9556,9317.6,5670.0,1261.31,7198.0456,29.241477
indifferenziata,4.0,greedy,0,18,26623.435,10475.6,6480.0,1441.4971,8226.3378,29.241477
indifferenziata,4.5,greedy,0,18,31641.9143,13475.6,7290.0,1621.6843,9254.6301,29.241477
indifferenziata,5.0,greedy,0,18,36660.3937,16475.6,8100.0,1801.8714,10282.9223,29.241477
indifferenziata,5.5,greedy,0,18,41678.8731,19475.6,8910.0,1982.0586,11311.2145,29.241477
indifferenziata,6.0,greedy,0,18,46697.3525,22475.6,9720.0,2162.2457,12339.5068,29.241477
organico,0.5,clarke_wright,0,47,73436.8631,69527.5,2820.0,136.3022,953.0609,57.481131
organico,1.0,clarke_wright,0,24,59412.2888,54527.5,2880.0,208.5222,1796.2666,57.481131
organico,1.5,clarke_wright,0,16,45340.8212,39527.5,2880.0,285.5709,2647.7502,57.481131
organico,2.0,clarke_wright,0,16,34490.206,26741.5,3840.0,379.8811,3528.8248,57.481131
organico,2.5,clarke_wright,0,16,25855.3824,16169.5,4800.0,474.8514,4411.031,57.481131
organico,3.0,clarke_wright,0,16,25404.5589,13781.5,5760.0,569.8217,5293.2373,57.481131
organico,3.5,clarke_wright,1,16,24953.7354,11393.5,6720.0,664.792,6175.4435,57.481131
organico,4.0,clarke_wright,0,16,26275.9119,10778.5,7680.0,759.7622,7057.6497,57.481131
organico,4.5,clarke_wright,0,16,29371.0884,11936.5,8640.0,854.7325,7939.8559,57.481131
organico,5.0,clarke_wright,0,16,32466.2649,13094.5,9600.0,949.7028,8822.0621,57.481131
organico,5.5,clarke_wright,0,16,37403.4414,16094.5,10560.0,1044.6731,9704.2683,57.481131
organico,6.0,clarke_wright,0,16,42340.6179,19094.5,11520.0,1139.6433,10586.4745,57.481131
carta,0.5,clarke_wright,0,31,20962.8243,18811.0,1240.0,115.0668,796.7574,57.481131
carta,1.0,clarke_wright,0,16,9464.301,6467.8,1280.0,190.6583,1525.8428,57.481131
carta,1.5,clarke_wright,1,14,8316.0496,4079.8,1680.0,279.1709,2277.0787,57.481131
carta,2.0,clarke_wright,0,14,10886.1327,5237.8,2240.0,372.2279,3036.1049,57.481131
carta,2.5,clarke_wright,0,14,15298.2159,8237.8,2800.0,465.2848,3795.1311,57.481131
carta,3.0,clarke_wright,0,14,19710.2991,11237.8,3360.0,558.3418,4554.1573,57.481131
carta,3.5,clarke_wright,0,14,24122.3823,14237.8,3920.0,651.3987,5313.1836,57.481131
carta,4.0,clarke_wright,0,14,28534.4655,17237.8,4480.0,744.4557,6072.2098,57.481131
carta,4.5,clarke_wright,0,14,32946.5487,20237.8,5040.0,837.5127,6831.236,57.481131
carta,5.0,clarke_wright,0,14,37358.6319,23237.8,5600.0,930.5696,7590.2622,57.481131
carta,5.5,clarke_wright,0,14,41770.715,26237.8,6160.0,1023.6266,8349.2884,57.481131
carta,6.0,clarke_wright,0,14,46182.7982,29237.8,6720.0,1116.6836,9108.3147,57.481131
plastica,0.5,clarke_wright,0,39,44787.5652,42478.7,1365.0,126.8714,816.9938,57.481131
plastica,1.0,clarke_wright,0,20,30620.6206,27478.7,1400.0,200.0234,1541.8972,57.481131
plastica,1.5,clarke_wright,0,14,19252.8226,15224.06,1470.0,280.0968,2278.6659,57.481131
plastica,2.0,clarke_wright,0,14,14930.7927,9562.46,1960.0,372.2279,3036.1049,57.481131
plastica,2.5,clarke_wright,1,14,13884.8759,7174.46,2450.0,465.2848,3795.1311,57.481131
plastica,3.0,clarke_wright,0,14,16030.3591,7977.86,2940.0,558.3418,4554.1573,57.481131
plastica,3.5,clarke_wright,0,14,18898.8423,9504.26,3430.0,651.3987,5313.1836,57.481131
plastica,4.0,clarke_wright,0,14,23240.9255,12504.26,3920.0,744.4557,6072.2098,57.481131
plastica,4.5,clarke_wright,0,14,27583.0087,15504.26,4410.0,837.5127,6831.236,57.481131
plastica,5.0,clarke_wright,0,14,31925.0919,18504.26,4900.0,930.5696,7590.2622,57.481131
plastica,5.5,clarke_wright,0,14,36267.175,21504.26,5390.0,1023.6266,8349.2884,57.481131
plastica,6.0,clarke_wright,0,14,40609.2582,24504.26,5880.0,1116.6836,9108.3147,57.481131
vetro,0.5,clarke_wright,1,19,5447.5809,3233.9,1045.0,99.264,1069.4169,57.481131
vetro,1.0,clarke_wright,0,19,7046.2619,2618.9,2090.0,198.5281,2138.8338,57.481131
vetro,1.5,clarke_wright,0,19,12259.9428,5618.9,3135.0,297.7921,3208.2507,57.481131
vetro,2.0,clarke_wright,0,19,17473.6238,8618.9,4180.0,397.0561,4277.6676,57.481131
vetro,2.5,clarke_wright,0,19,22687.3047,11618.9,5225.0,496.3202,5347.0845,57.481131
vetro,3.0,clarke_wright,0,19,27900.9856,14618.9,6270.0,595.5842,6416.5015,57.481131
vetro,3.5,clarke_wright,0,19,33114.6666,17618.9,7315.0,694.8482,7485.9184,57.481131
vetro,4.0,clarke_wright,0,19,38328.3475,20618.9,8360.0,794.1123,8555.3353,57.481131
vetro,4.5,clarke_wright,0,19,43542.0285,23618.9,9405.0,893.3763,9624.7522,57.481131
vetro,5.0,clarke_wright,0,19,48755.7094,26618.9,10450.0,992.6403,10694.1691,57.481131
vetro,5.5,clarke_wright,0,19,53969.3903,29618.9,11495.0,1091.9043,11763.586,57.481131
vetro,6.0,clarke_wright,0,19,59183.0713,32618.9,12540.0,1191.1684,12833.0029,57.481131
indifferenziata,0.5,clarke_wright,0,30,54996.5919,52622.0,1350.0,112.4391,912.1528,57.481131
indifferenziata,1.0,clarke_wright,0,16,41020.1926,37622.0,1440.0,191.3552,1766.8375,57.481131
indifferenziata,1.5,clarke_wright,0,15,28466.5688,23507.6,2025.0,285.8095,2648.1593,57.481131
indifferenziata,2.0,clarke_wright,0,15,19547.5584,12935.6,2700.0,381.0794,3530.879,57.481131
indifferenziata,2.5,clarke_wright,0,15,18812.548,10547.6,3375.0,476.3492,4413.5988,57.481131
indifferenziata,3.0,clarke_wright,1,15,18077.5376,8159.6,4050.0,571.6191,5296.3185,57.481131
indifferenziata,3.5,clarke_wright,0,15,20888.5272,9317.6,4725.0,666.8889,6179.0383,57.481131
indifferenziata,4.0,clarke_wright,0,15,23699.5168,10475.6,5400.0,762.1588,7061.758,57.481131
indifferenziata,4.5,clarke_wright,0,15,28352.5064,13475.6,6075.0,857.4286,7944.4778,57.481131
indifferenziata,5.0,clarke_wright,0,15,33005.4959,16475.6,6750.0,952.6984,8827.1975,57.481131
indifferenziata,5.5,clarke_wright,0,15,37658.4855,19475.6,7425.0,1047.9683,9709.9173,57.481131
indifferenziata,6.0,clarke_wright,0,15,42311.4751,22475.6,8100.0,1143.2381,10592.637,57.481131
