rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
indifferenziata,3.5,greedy,0,4,4836.6069,1580.0,1260.0,426.8921,1569.7148,6.960508
indifferenziata,4.0,greedy,0,4,5459.8365,1738.0,1440.0,487.8767,1793.9598,6.960508
indifferenziata,4.5,greedy,0,4,6425.0661,2238.0,1620.0,548.8613,2018.2048,6.960508
indifferenziata,5.0,greedy,0,4,7390.2956,2738.0,1800.0,609.8459,2242.4498,6.960508
indifferenziata,5.5,greedy,0,4,8355.5252,3238.0,1980.0,670.8305,2466.6947,6.960508
indifferenziata,6.0,greedy,0,4,9320.7548,3738.0,2160.0,731.815,2690.9397,6.960508
organico,0.5,clarke_wright,0,9,12409.8552,11637.5,540.0,41.5045,190.8506,7.720727
organico,1.0,clarke_wright,0,4,10056.836,9137.5,480.0,73.6606,365.6754,7.720727
organico,1.5,clarke_wright,0,4,8003.9213,6637.5,720.0,105.8552,540.5661,7.720727
organico,2.0,clarke_wright,0,4,6334.395,4512.5,960.0,141.1403,720.7548,7.720727
organico,2.5,clarke_wright,1,4,5039.8688,2762.5,1200.0,176.4253,900.9435,7.720727
organico,3.0,clarke_wright,0,4,5101.3425,2368.5,1440.0,211.7104,1081.1321,7.720727
organico,3.5,clarke_wright,0,4,5162.8163,1974.5,1680.0,246.9955,1261.3208,7.720727
organico,4.0,clarke_wright,0,4,5500.2901,1856.5,1920.0,282.2805,1441.5095,7.720727
organico,4.5,clarke_wright,0,4,6113.7638,2014.5,2160.0,317.5656,1621.6982,7.720727
organico,5.0,clarke_wright,0,4,6727.2376,2172.5,2400.0,352.8507,1801.8869,7.720727
organico,5.5,clarke_wright,0,4,7682.7113,2672.5,2640.0,388.1357,1982.0756,7.720727
organico,6.0,clarke_wright,0,4,8638.1851,3172.5,2880.0,423.4208,2162.2643,7.720727
carta,0.5,clarke_wright,0,7,3637.2146,3155.0,280.0,37.7501,164.4645,7.720727
carta,1.0,clarke_wright,0,4,1817.67,1105.0,320.0,71.1679,321.5021,7.720727
carta,1.5,clarke_wright,1,3,1665.9916,711.0,360.0,108.9574,486.0342,7.720727
carta,2.0,clarke_wright,0,3,2142.3221,869.0,480.0,145.2766,648.0456,7.720727
carta,2.5,clarke_wright,0,3,2960.6527,1369.0,600.0,181.5957,810.0569,7.720727
carta,3.0,clarke_wright,0,3,3778.9832,1869.0,720.0,217.9149,972.0683,7.720727
carta,3.5,clarke_wright,0,3,4597.3137,2369.0,840.0,254.234,1134.0797,7.720727
carta,4.0,clarke_wright,0,3,5415.6443,2869.0,960.0,290.5531,1296.0911,7.720727
carta,4.5,clarke_wright,0,3,6233.9748,3369.0,1080.0,326.8723,1458.1025,7.720727
carta,5.0,clarke_wright,0,3,7052.3053,3869.0,1200.0,363.1914,1620.1139,7.720727
carta,5.5,clarke_wright,0,3,7870.6359,4369.0,1320.0,399.5106,1782.1253,7.720727
carta,6.0,clarke_wright,0,3,8688.9664,4869.0,1440.0,435.8297,1944.1367,7.720727
plastica,0.5,clarke_wright,0,8,7600.7871,7113.5,280.0,39.6189,167.6682,7.720727
plastica,1.0,clarke_wright,0,4,5286.17,4613.5,280.0,71.1679,321.5021,7.720727
plastica,1.5,clarke_wright,0,3,3488.4916,2578.5,315.0,108.9574,486.0342,7.720727
plastica,2.0,clarke_wright,0,3,2855.4221,1642.1,420.0,145.2766,648.0456,7.720727
plastica,2.5,clarke_wright,1,3,2764.7527,1248.1,525.0,181.5957,810.0569,7.720727
plastica,3.0,clarke_wright,0,3,3170.8832,1350.9,630.0,217.9149,972.0683,7.720727
plastica,3.5,clarke_wright,0,3,3700.6137,1577.3,735.0,254.234,1134.0797,7.720727
plastica,4.0,clarke_wright,0,3,4503.9443,2077.3,840.0,290.5531,1296.0911,7.720727
plastica,4.5,clarke_wright,0,3,5307.2748,2577.3,945.0,326.8723,1458.1025,7.720727
plastica,5.0,clarke_wright,0,3,6110.6053,3077.3,1050.0,363.1914,1620.1139,7.720727
plastica,5.5,clarke_wright,0,3,6913.9359,3577.3,1155.0,399.5106,1782.1253,7.720727
plastica,6.0,clarke_wright,0,3,7717.2664,4077.3,1260.0,435.8297,1944.1367,7.720727
vetro,0.5,clarke_wright,1,4,1019.7468,552.5,220.0,35.9659,211.2809,7.720727
vetro,1.0,clarke_wright,0,4,1368.9937,434.5,440.0,71.9319,422.5618,7.720727
vetro,1.5,clarke_wright,0,4,2336.2405,934.5,660.0,107.8978,633.8427,7.720727
vetro,2.0,clarke_wright,0,4,3303.4874,1434.5,880.0,143.8638,845.1236,7.720727
vetro,2.5,clarke_wright,0,4,4270.7342,1934.5,1100.0,179.8297,1056.4045,7.720727
vetro,3.0,clarke_wright,0,4,5237.9811,2434.5,1320.0,215.7957,1267.6854,7.720727
vetro,3.5,clarke_wright,0,4,6205.2279,2934.5,1540.0,251.7616,1478.9663,7.720727
vetro,4.0,clarke_wright,0,4,7172.4748,3434.5,1760.0,287.7275,1690.2472,7.720727
vetro,4.5,clarke_wright,0,4,8139.7216,3934.5,1980.0,323.6935,1901.5281,7.720727
vetro,5.0,clarke_wright,0,4,9106.9685,4434.5,2200.0,359.6594,2112.809,7.720727
vetro,5.5,clarke_wright,0,4,10074.2153,4934.5,2420.0,395.6254,2324.0899,7.720727
vetro,6.0,clarke_wright,0,4,11041.4622,5434.5,2640.0,431.5913,2535.3708,7.720727
indifferenziata,0.5,clarke_wright,0,6,9303.681,8810.0,270.0,38.3088,185.3722,7.720727
indifferenziata,1.0,clarke_wright,0,4,7102.57,6310.0,360.0,71.1679,361.4021,7.720727
indifferenziata,1.5,clarke_wright,0,4,5148.8551,3960.0,540.0,106.7519,542.1032,7.720727
indifferenziata,2.0,clarke_wright,1,4,3795.1401,2210.0,720.0,142.3358,722.8043,7.720727
indifferenziata,2.5,clarke_wright,0,4,3797.4251,1816.0,900.0,177.9198,903.5053,7.720727
indifferenziata,3.0,clarke_wright,0,4,3799.7101,1422.0,1080.0,213.5037,1084.2064,7.720727
indifferenziata,3.5,clarke_wright,0,4,4353.9951,1580.0,1260.0,249.0877,1264.9075,7.720727
indifferenziata,4.0,clarke_wright,0,4,4908.2801,1738.0,1440.0,284.6716,1445.6085,7.720727
indifferenziata,4.5,clarke_wright,0,4,5804.5652,2238.0,1620.0,320.2556,1626.3096,7.720727
indifferenziata,5.0,clarke_wright,0,4,6700.8502,2738.0,1800.0,355.8395,1807.0107,7.720727
indifferenziata,5.5,clarke_wright,0,4,7597.1352,3238.0,1980.0,391.4235,1987.7117,7.720727
indifferenziata,6.0,clarke_wright,0,4,8493.4202,3738.0,2160.0,427.0074,2168.4128,7.720727
