rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
vetro,1.5,greedy,0,2,792.005,192.3,330.0,67.0361,202.669,6.230477
vetro,2.0,greedy,0,2,1091.9067,292.3,440.0,89.3814,270.2253,6.230477
vetro,2.5,greedy,0,2,1391.8084,392.3,550.0,111.7268,337.7816,6.230477
vetro,3.0,greedy,0,2,1691.71,492.3,660.0,134.0721,405.3379,6.230477
vetro,3.5,greedy,0,2,1991.6117,592.3,770.0,156.4175,472.8943,6.230477
vetro,4.0,greedy,0,2,2291.5134,692.3,880.0,178.7628,540.4506,6.230477
vetro,4.5,greedy,0,2,2591.4151,792.3,990.0,201.1082,608.0069,6.230477
vetro,5.0,greedy,0,2,2891.3167,892.3,1100.0,223.4535,675.5632,6.230477
vetro,5.5,greedy,0,2,3191.2184,992.3,1210.0,245.7989,743.1196,6.230477
vetro,6.0,greedy,0,2,3491.1201,1092.3,1320.0,268.1442,810.6759,6.230477
indifferenziata,0.5,greedy,0,1,1779.8135,1654.0,45.0,21.1523,59.6612,6.230477
indifferenziata,1.0,greedy,0,1,1405.627,1154.0,90.0,42.3047,119.3223,6.230477
indifferenziata,1.5,greedy,0,1,1074.6405,697.2,135.0,63.457,178.9835,6.230477
indifferenziata,2.0,greedy,1,1,916.454,413.2,180.0,84.6094,238.6446,6.230477
indifferenziata,2.5,greedy,0,1,974.2675,345.2,225.0,105.7617,298.3058,6.230477
indifferenziata,3.0,greedy,0,1,1032.081,277.2,270.0,126.9141,357.967,6.230477
indifferenziata,3.5,greedy,0,1,1203.8946,323.2,315.0,148.0664,417.6281,6.230477
indifferenziata,4.0,greedy,0,1,1375.7081,369.2,360.0,169.2188,477.2893,6.230477
indifferenziata,4.5,greedy,0,1,1601.5216,469.2,405.0,190.3711,536.9504,6.230477
indifferenziata,5.0,greedy,0,1,1827.3351,569.2,450.0,211.5235,596.6116,6.230477
indifferenziata,5.5,greedy,0,1,2053.1486,669.2,495.0,232.6758,656.2728,6.230477
indifferenziata,6.0,greedy,0,1,2278.9621,769.2,540.0,253.8282,715.9339,6.230477
organico,0.5,clarke_wright,0,2,2379.1656,2192.5,120.0,15.94,50.7257,6.352615
organico,1.0,clarke_wright,0,1,1944.2707,1692.5,120.0,31.305,100.4657,6.352615
organico,1.5,clarke_wright,0,1,1570.156,1192.5,180.0,46.9575,150.6985,6.352615
organico,2.0,clarke_wright,0,1,1304.0413,800.5,240.0,62.61,200.9314,6.352615
organico,2.5,clarke_wright,1,1,1145.9267,516.5,300.0,78.2625,251.1642,6.352615
organico,3.0,clarke_wright,0,1,1203.812,448.5,360.0,93.9149,301.3971,6.352615
organico,3.5,clarke_wright,0,1,1261.6973,380.5,420.0,109.5674,351.6299,6.352615
organico,4.0,clarke_wright,0,1,1376.5827,369.5,480.0,125.2199,401.8628,6.352615
organico,4.5,clarke_wright,0,1,1548.468,415.5,540.0,140.8724,452.0956,6.352615
organico,5.0,clarke_wright,0,1,1720.3534,461.5,600.0,156.5249,502.3285,6.352615
organico,5.5,clarke_wright,0,1,1946.2387,561.5,660.0,172.1774,552.5613,6.352615
organico,6.0,clarke_wright,0,1,2172.124,661.5,720.0,187.8299,602.7941,6.352615
carta,0.5,clarke_wright,0,1,678.9853,577.0,40.0,15.6525,46.3328,6.352615
carta,1.0,clarke_wright,1,1,410.5707,206.6,80.0,31.305,92.6657,6.352615
carta,1.5,clarke_wright,0,1,444.556,138.6,120.0,46.9575,138.9985,6.352615
carta,2.0,clarke_wright,0,1,592.5413,184.6,160.0,62.61,185.3314,6.352615
carta,2.5,clarke_wright,0,1,794.5267,284.6,200.0,78.2625,231.6642,6.352615
carta,3.0,clarke_wright,0,1,996.512,384.6,240.0,93.9149,277.9971,6.352615
carta,3.5,clarke_wright,0,1,1198.4973,484.6,280.0,109.5674,324.3299,6.352615
carta,4.0,clarke_wright,0,1,1400.4827,584.6,320.0,125.2199,370.6627,6.352615
carta,4.5,clarke_wright,0,1,1602.468,684.6,360.0,140.8724,416.9956,6.352615
carta,5.0,clarke_wright,0,1,1804.4533,784.6,400.0,156.5249,463.3284,6.352615
carta,5.5,clarke_wright,0,1,2006.4387,884.6,440.0,172.1774,509.6613,6.352615
carta,6.0,clarke_wright,0,1,2208.424,984.6,480.0,187.8299,555.9941,6.352615
plastica,0.5,clarke_wright,0,2,1463.6656,1330.9,70.0,15.94,46.8256,6.352615
plastica,1.0,clarke_wright,0,1,1024.8707,830.9,70.0,31.305,92.6657,6.352615
plastica,1.5,clarke_wright,0,1,755.776,464.82,105.0,46.9575,138.9985,6.352615
plastica,2.0,clarke_wright,1,1,698.3613,310.42,140.0,62.61,185.3314,6.352615
plastica,2.5,clarke_wright,0,1,727.3467,242.42,175.0,78.2625,231.6642,6.352615
plastica,3.0,clarke_wright,0,1,858.932,277.02,210.0,93.9149,277.9971,6.352615
plastica,3.5,clarke_wright,0,1,1012.7173,333.82,245.0,109.5674,324.3299,6.352615
plastica,4.0,clarke_wright,0,1,1209.7027,433.82,280.0,125.2199,370.6627,6.352615
plastica,4.5,clarke_wright,0,1,1406.688,533.82,315.0,140.8724,416.9956,6.352615
plastica,5.0,clarke_wright,0,1,1603.6733,633.82,350.0,156.5249,463.3284,6.352615
plastica,5.5,clarke_wright,0,1,1800.6587,733.82,385.0,172.1774,509.6613,6.352615
plastica,6.0,clarke_wright,0,1,1997.644,833.82,420.0,187.8299,555.9941,6.352615
vetro,0.5,clarke_wright,1,1,230.0353,103.3,55.0,15.6525,56.0828,6.352615
vetro,1.0,clarke_wright,0,1,345.7707,92.3,110.0,31.305,112.1657,6.352615
vetro,1.5,clarke_wright,0,1,572.506,192.3,165.0,46.9575,168.2485,6.352615
vetro,2.0,clarke_wright,0,1,799.2413,292.3,220.0,62.61,224.3314,6.352615
vetro,2.5,clarke_wright,0,1,1025.9767,392.3,275.0,78.2625,280.4142,6.352615
vetro,3.0,clarke_wright,0,1,1252.712,492.3,330.0,93.9149,336.497,6.352615
vetro,3.5,clarke_wright,0,1,1479.4473,592.3,385.0,109.5674,392.5799,6.352615
vetro,4.0,clarke_wright,0,1,1706.1827,692.3,440.0,125.2199,448.6627,6.352615
vetro,4.5,clarke_wright,0,1,1932.918,792.3,495.0,140.8724,504.7456,6.352615
vetro,5.0,clarke_wright,0,1,2159.6533,892.3,550.0,156.5249,560.8284,6.352615
vetro,5.5,clarke_wright,0,1,2386.3887,992.3,605.0,172.1774,616.9113,6.352615
vetro,6.0,clarke_wright,0,1,2613.124,1092.3,660.0,187.8299,672.9941,6.352615
indifferenziata,0.5,clarke_wright,0,1,1764.8853,1654.0,45.0,15.6525,50.2328,6.352615
indifferenziata,1.0,clarke_wright,0,1,1375.7707,1154.0,90.0,31.305,100.4657,6.352615
indifferenziata,1.5,clarke_wright,0,1,1029.856,697.2,135.0,46.9575,150.6985,6.352615
indifferenziata,2.0,clarke_wright,1,1,856.7413,413.2,180.0,62.61,200.9314,6.352615
indifferenziata,2.5,clarke_wright,0,1,899.6267,345.2,225.0,78.2625,251.1642,6.352615
indifferenziata,3.0,clarke_wright,0,1,942.512,277.2,270.0,93.9149,301.3971,6.352615
indifferenziata,3.5,clarke_wright,0,1,1099.3973,323.2,315.0,109.5674,351.6299,6.352615
indifferenziata,4.0,clarke_wright,0,1,1256.2827,369.2,360.0,125.2199,401.8628,6.352615
indifferenziata,4.5,clarke_wright,0,1,1467.168,469.2,405.0,140.8724,452.0956,6.352615
indifferenziata,5.0,clarke_wright,0,1,1678.0534,569.2,450.0,156.5249,502.3285,6.352615
indifferenziata,5.5,clarke_wright,0,1,1888.9387,669.2,495.0,172.1774,552.5613,6.352615
indifferenziata,6.0,clarke_wright,0,1,2099.824,769.2,540.0,187.8299,602.7941,6.352615
