rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
organico,2.5,clarke_wright,0,11,16548.1344,9884.5,3300.0,378.2337,2985.4007,27.229399
organico,3.0,clarke_wright,0,11,16532.8613,8536.5,3960.0,453.8805,3582.4809,27.229399
organico,3.5,clarke_wright,1,11,16517.5882,7188.5,4620.0,529.5272,4179.561,27.229399
organico,4.0,clarke_wright,0,11,17666.3151,7004.5,5280.0,605.174,4776.6411,27.229399
organico,4.5,clarke_wright,0,11,19979.042,7984.5,5940.0,680.8207,5373.7213,27.229399
organico,5.0,clarke_wright,0,11,22291.7689,8964.5,6600.0,756.4675,5970.8014,27.229399
organico,5.5,clarke_wright,0,11,25624.4958,10964.5,7260.0,832.1142,6567.8816,27.229399
organico,6.0,clarke_wright,0,11,28957.2227,12964.5,7920.0,907.7609,7164.9617,27.229399
carta,0.5,clarke_wright,0,19,13461.302,12071.0,760.0,88.7165,541.5855,27.229399
carta,1.0,clarke_wright,0,10,5944.4687,3953.8,800.0,151.6674,1039.0013,27.229399
carta,1.5,clarke_wright,1,9,5469.0192,2605.8,1080.0,226.4755,1556.7437,27.229399
carta,2.0,clarke_wright,0,9,7403.4256,3585.8,1440.0,301.9673,2075.6583,27.229399
carta,2.5,clarke_wright,0,9,10357.832,5585.8,1800.0,377.4591,2594.5728,27.229399
carta,3.0,clarke_wright,0,9,13312.2383,7585.8,2160.0,452.951,3113.4874,27.229399
carta,3.5,clarke_wright,0,9,16266.6447,9585.8,2520.0,528.4428,3632.4019,27.229399
carta,4.0,clarke_wright,0,9,19221.0511,11585.8,2880.0,603.9346,4151.3165,27.229399
carta,4.5,clarke_wright,0,9,22175.4575,13585.8,3240.0,679.4265,4670.2311,27.229399
carta,5.0,clarke_wright,0,9,25129.8639,15585.8,3600.0,754.9183,5189.1456,27.229399
carta,5.5,clarke_wright,0,9,28084.2703,17585.8,3960.0,830.4101,5708.0602,27.229399
carta,6.0,clarke_wright,0,9,31038.6767,19585.8,4320.0,905.9019,6226.9748,27.229399
plastica,0.5,clarke_wright,0,24,29007.4478,27520.7,840.0,94.7755,551.9723,27.229399
plastica,1.0,clarke_wright,0,12,19566.6131,17520.7,840.0,157.2838,1048.6294,27.229399
plastica,1.5,clarke_wright,0,9,12196.1739,9466.26,945.0,227.0998,1557.814,27.229399
plastica,2.0,clarke_wright,0,9,9550.2856,5912.66,1260.0,301.9673,2075.6583,27.229399
plastica,2.5,clarke_wright,1,9,9111.692,4564.66,1575.0,377.4591,2594.5728,27.229399
plastica,3.0,clarke_wright,0,9,10768.2983,5311.86,1890.0,452.951,3113.4874,27.229399
plastica,3.5,clarke_wright,0,9,12861.7047,6495.86,2205.0,528.4428,3632.4019,27.229399
plastica,4.0,clarke_wright,0,9,15771.1111,8495.86,2520.0,603.9346,4151.3165,27.229399
plastica,4.5,clarke_wright,0,9,18680.5175,10495.86,2835.0,679.4265,4670.2311,27.229399
plastica,5.0,clarke_wright,0,9,21589.9239,12495.86,3150.0,754.9183,5189.1456,27.229399
plastica,5.5,clarke_wright,0,9,24499.3303,14495.86,3465.0,830.4101,5708.0602,27.229399
plastica,6.0,clarke_wright,0,9,27408.7367,16495.86,3780.0,905.9019,6226.9748,27.229399
vetro,0.5,clarke_wright,1,13,3491.7112,1976.9,715.0,79.4173,720.3939,27.229399
vetro,1.0,clarke_wright,0,13,4822.5225,1792.9,1430.0,158.8346,1440.7879,27.229399
vetro,1.5,clarke_wright,0,13,8337.3337,3792.9,2145.0,238.2519,2161.1818,27.229399
vetro,2.0,clarke_wright,0,13,11852.1449,5792.9,2860.0,317.6692,2881.5757,27.229399
vetro,2.5,clarke_wright,0,13,15366.9561,7792.9,3575.0,397.0865,3601.9697,27.229399
vetro,3.0,clarke_wright,0,13,18881.7674,9792.9,4290.0,476.5038,4322.3636,27.229399
vetro,3.5,clarke_wright,0,13,22396.5786,11792.9,5005.0,555.9211,5042.7575,27.229399
vetro,4.0,clarke_wright,0,13,25911.3898,13792.9,5720.0,635.3384,5763.1515,27.229399
vetro,4.5,clarke_wright,0,13,29426.2011,15792.9,6435.0,714.7557,6483.5454,27.229399
vetro,5.0,clarke_wright,0,13,32941.0123,17792.9,7150.0,794.173,7203.9393,27.229399
vetro,5.5,clarke_wright,0,13,36455.8235,19792.9,7865.0,873.5902,7924.3333,27.229399
vetro,6.0,clarke_wright,0,13,39970.6348,21792.9,8580.0,953.0075,8644.7272,27.229399
indifferenziata,0.5,clarke_wright,0,18,35652.6549,34142.0,810.0,85.936,614.7189,27.229399
indifferenziata,1.0,clarke_wright,0,11,26490.0467,24142.0,990.0,155.933,1202.1137,27.229399
indifferenziata,1.5,clarke_wright,0,11,18290.421,14769.6,1485.0,233.4393,1802.3817,27.229399
indifferenziata,2.0,clarke_wright,0,11,12602.028,7907.6,1980.0,311.2524,2403.1756,27.229399
indifferenziata,2.5,clarke_wright,0,11,12427.635,6559.6,2475.0,389.0655,3003.9695,27.229399
indifferenziata,3.0,clarke_wright,1,11,12253.242,5211.6,2970.0,466.8786,3604.7634,27.229399
indifferenziata,3.5,clarke_wright,0,11,14406.849,6191.6,3465.0,544.6917,4205.5573,27.229399
indifferenziata,4.0,clarke_wright,0,11,16560.4561,7171.6,3960.0,622.5048,4806.3512,27.229399
indifferenziata,4.5,clarke_wright,0,11,19734.0631,9171.6,4455.0,700.3179,5407.1451,27.229399
indifferenziata,5.0,clarke_wright,0,11,22907.6701,11171.6,4950.0,778.1311,6007.939,27.229399
indifferenziata,5.5,clarke_wright,0,11,26081.2771,13171.6,5445.0,855.9442,6608.7329,27.229399
indifferenziata,6.0,clarke_wright,0,11,29254.8841,15171.6,5940.0,933.7573,7209.5268,27.229399
