rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
vetro,5.0,greedy,0,8,18814.7175,8887.0,4400.0,951.9879,4575.7295,7.988233
vetro,5.5,greedy,0,8,20807.4892,9887.0,4840.0,1047.1867,5033.3025,7.988233
vetro,6.0,greedy,0,8,22800.261,10887.0,5280.0,1142.3855,5490.8754,7.988233
indifferenziata,0.5,greedy,0,10,18214.3219,17260.0,450.0,99.0396,405.2822,7.988233
indifferenziata,1.0,greedy,0,7,13856.1938,12260.0,630.0,182.4399,783.754,7.988233
indifferenziata,1.5,greedy,0,7,9966.2908,7572.0,945.0,273.6598,1175.631,7.988233
indifferenziata,2.0,greedy,1,7,7324.3877,4132.0,1260.0,364.8797,1567.508,7.988233
indifferenziata,2.5,greedy,0,7,7412.4846,3422.0,1575.0,456.0996,1959.385,7.988233
indifferenziata,3.0,greedy,0,7,7500.5815,2712.0,1890.0,547.3196,2351.2619,7.988233
indifferenziata,3.5,greedy,0,7,8716.6784,3130.0,2205.0,638.5395,2743.1389,7.988233
indifferenziata,4.0,greedy,0,7,9932.7754,3548.0,2520.0,729.7594,3135.0159,7.988233
indifferenziata,4.5,greedy,0,7,11730.8723,4548.0,2835.0,820.9794,3526.8929,7.988233
indifferenziata,5.0,greedy,0,7,13528.9692,5548.0,3150.0,912.1993,3918.7699,7.988233
indifferenziata,5.5,greedy,0,7,15327.0661,6548.0,3465.0,1003.4192,4310.6469,7.988233
indifferenziata,6.0,greedy,0,7,17125.163,7548.0,3780.0,1094.6391,4702.5239,7.988233
organico,0.5,clarke_wright,0,15,24128.5241,22825.0,900.0,61.9036,341.6205,11.110698
organico,1.0,clarke_wright,0,8,19550.7955,17825.0,960.0,108.6089,657.1867,11.110698
organico,1.5,clarke_wright,0,6,15032.8676,12825.0,1080.0,155.2407,972.6269,11.110698
organico,2.0,clarke_wright,0,6,11548.8234,8605.0,1440.0,206.9876,1296.8359,11.110698
organico,2.5,clarke_wright,1,6,8844.7793,5165.0,1800.0,258.7345,1621.0448,11.110698
organico,3.0,clarke_wright,0,6,8870.7352,4455.0,2160.0,310.4814,1945.2538,11.110698
organico,3.5,clarke_wright,0,6,8896.691,3745.0,2520.0,362.2283,2269.4628,11.110698
organico,4.0,clarke_wright,0,6,9486.6469,3599.0,2880.0,413.9752,2593.6717,11.110698
organico,4.5,clarke_wright,0,6,10640.6027,4017.0,3240.0,465.7221,2917.8807,11.110698
organico,5.0,clarke_wright,0,6,11794.5586,4435.0,3600.0,517.469,3242.0896,11.110698
organico,5.5,clarke_wright,0,6,13530.5145,5435.0,3960.0,569.2159,3566.2986,11.110698
organico,6.0,clarke_wright,0,6,15266.4703,6435.0,4320.0,620.9628,3890.5076,11.110698
carta,0.5,clarke_wright,0,10,6880.1358,6130.0,400.0,56.6948,293.441,11.110698
carta,1.0,clarke_wright,0,6,3214.9047,2066.0,480.0,101.8333,567.0714,11.110698
carta,1.5,clarke_wright,1,6,3077.09,1356.0,720.0,151.9147,849.1753,11.110698
carta,2.0,clarke_wright,0,6,4068.7867,1774.0,960.0,202.553,1132.2337,11.110698
carta,2.5,clarke_wright,0,6,5642.4833,2774.0,1200.0,253.1912,1415.2921,11.110698
carta,3.0,clarke_wright,0,6,7216.18,3774.0,1440.0,303.8295,1698.3505,11.110698
carta,3.5,clarke_wright,0,6,8789.8767,4774.0,1680.0,354.4677,1981.409,11.110698
carta,4.0,clarke_wright,0,6,10363.5733,5774.0,1920.0,405.106,2264.4674,11.110698
carta,4.5,clarke_wright,0,6,11937.27,6774.0,2160.0,455.7442,2547.5258,11.110698
carta,5.0,clarke_wright,0,6,13510.9667,7774.0,2400.0,506.3824,2830.5842,11.110698
carta,5.5,clarke_wright,0,6,15084.6633,8774.0,2640.0,557.0207,3113.6427,11.110698
carta,6.0,clarke_wright,0,6,16658.36,9774.0,2880.0,607.6589,3396.7011,11.110698
plastica,0.5,clarke_wright,0,14,14769.9977,13921.0,490.0,59.9597,299.038,11.110698
plastica,1.0,clarke_wright,0,7,10091.0644,8921.0,490.0,105.9448,574.1196,11.110698
plastica,1.5,clarke_wright,0,6,6519.29,4888.2,630.0,151.9147,849.1753,11.110698
plastica,2.0,clarke_wright,0,6,5260.9867,3086.2,840.0,202.553,1132.2337,11.110698
plastica,2.5,clarke_wright,1,6,5094.6833,2376.2,1050.0,253.1912,1415.2921,11.110698
plastica,3.0,clarke_wright,0,6,5943.58,2681.4,1260.0,303.8295,1698.3505,11.110698
plastica,3.5,clarke_wright,0,6,7021.6767,3215.8,1470.0,354.4677,1981.409,11.110698
plastica,4.0,clarke_wright,0,6,8565.3733,4215.8,1680.0,405.106,2264.4674,11.110698
plastica,4.5,clarke_wright,0,6,10109.07,5215.8,1890.0,455.7442,2547.5258,11.110698
plastica,5.0,clarke_wright,0,6,11652.7667,6215.8,2100.0,506.3824,2830.5842,11.110698
plastica,5.5,clarke_wright,0,6,13196.4633,7215.8,2310.0,557.0207,3113.6427,11.110698
plastica,6.0,clarke_wright,0,6,14740.16,8215.8,2520.0,607.6589,3396.7011,11.110698
vetro,0.5,clarke_wright,1,7,1853.5517,1033.0,385.0,52.0125,383.5392,11.110698
vetro,1.0,clarke_wright,0,7,2528.1034,887.0,770.0,104.0249,767.0784,11.110698
vetro,1.5,clarke_wright,0,7,4348.6551,1887.0,1155.0,156.0374,1150.6177,11.110698
vetro,2.0,clarke_wright,0,7,6169.2067,2887.0,1540.0,208.0498,1534.1569,11.110698
vetro,2.5,clarke_wright,0,7,7989.7584,3887.0,1925.0,260.0623,1917.6961,11.110698
vetro,3.0,clarke_wright,0,7,9810.3101,4887.0,2310.0,312.0748,2301.2353,11.110698
vetro,3.5,clarke_wright,0,7,11630.8618,5887.0,2695.0,364.0872,2684.7746,11.110698
vetro,4.0,clarke_wright,0,7,13451.4135,6887.0,3080.0,416.0997,3068.3138,11.110698
vetro,4.5,clarke_wright,0,7,15271.9652,7887.0,3465.0,468.1121,3451.853,11.110698
vetro,5.0,clarke_wright,0,7,17092.5168,8887.0,3850.0,520.1246,3835.3922,11.110698
vetro,5.5,clarke_wright,0,7,18913.0685,9887.0,4235.0,572.1371,4218.9315,11.110698
vetro,6.0,clarke_wright,0,7,20733.6202,10887.0,4620.0,624.1495,4602.4707,11.110698
indifferenziata,0.5,clarke_wright,0,10,18098.0658,17260.0,450.0,56.2085,331.8574,11.110698
indifferenziata,1.0,clarke_wright,0,6,13554.8411,12260.0,540.0,104.573,650.2681,11.110698
indifferenziata,1.5,clarke_wright,0,6,9514.2617,7572.0,810.0,156.8596,975.4021,11.110698
indifferenziata,2.0,clarke_wright,0,6,6721.6822,4132.0,1080.0,209.1461,1300.5361,11.110698
indifferenziata,2.5,clarke_wright,0,6,6659.1028,3422.0,1350.0,261.4326,1625.6702,11.110698
indifferenziata,3.0,clarke_wright,1,6,6596.5233,2712.0,1620.0,313.7191,1950.8042,11.110698
indifferenziata,3.5,clarke_wright,0,6,7661.9439,3130.0,1890.0,366.0056,2275.9383,11.110698
indifferenziata,4.0,clarke_wright,0,6,8727.3644,3548.0,2160.0,418.2921,2601.0723,11.110698
indifferenziata,4.5,clarke_wright,0,6,10374.785,4548.0,2430.0,470.5787,2926.2063,11.110698
indifferenziata,5.0,clarke_wright,0,6,12022.2056,5548.0,2700.0,522.8652,3251.3404,11.110698
indifferenziata,5.5,clarke_wright,0,6,13669.6261,6548.0,2970.0,575.1517,3576.4744,11.110698
indifferenziata,6.0,clarke_wright,0,6,15317.0467,7548.0,3240.0,627.4382,3901.6084,11.110698
