rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
vetro,2.5,greedy,0,39,46848.9265,23222.1,10725.0,1411.2649,11490.5616,61.553901
vetro,3.0,greedy,0,39,57574.2918,29222.1,12870.0,1693.5179,13788.6739,61.553901
vetro,3.5,greedy,0,39,68299.6571,35222.1,15015.0,1975.7709,16086.7862,61.553901
vetro,4.0,greedy,0,39,79025.0224,41222.1,17160.0,2258.0239,18384.8986,61.553901
vetro,4.5,greedy,0,39,89750.3877,47222.1,19305.0,2540.2769,20683.0109,61.553901
vetro,5.0,greedy,0,39,100475.753,53222.1,21450.0,2822.5298,22981.1232,61.553901
vetro,5.5,greedy,0,39,111201.1183,59222.1,23595.0,3104.7828,25279.2355,61.553901
vetro,6.0,greedy,0,39,121926.4836,65222.1,25740.0,3387.0358,27577.3478,61.553901
indifferenziata,0.5,greedy,0,58,110523.4482,105558.0,2610.0,333.0704,2022.3778,61.553901
indifferenziata,1.0,greedy,0,34,83049.0314,75558.0,3060.0,563.0326,3867.9988,61.553901
indifferenziata,1.5,greedy,0,32,58210.9164,47360.4,4320.0,801.8009,5728.7155,61.553901
indifferenziata,2.0,greedy,0,32,40839.7552,26372.4,5760.0,1069.0679,7638.2873,61.553901
indifferenziata,2.5,greedy,0,32,39428.594,21344.4,7200.0,1336.3348,9547.8591,61.553901
indifferenziata,3.0,greedy,1,32,38017.4328,16316.4,8640.0,1603.6018,11457.431,61.553901
indifferenziata,3.5,greedy,0,32,43920.2716,18602.4,10080.0,1870.8688,13367.0028,61.553901
indifferenziata,4.0,greedy,0,32,49823.1104,20888.4,11520.0,2138.1357,15276.5746,61.553901
indifferenziata,4.5,greedy,0,32,59439.9492,26888.4,12960.0,2405.4027,17186.1464,61.553901
indifferenziata,5.0,greedy,0,32,69056.7879,32888.4,14400.0,2672.6697,19095.7183,61.553901
indifferenziata,5.5,greedy,0,32,78673.6267,38888.4,15840.0,2939.9366,21005.2901,61.553901
indifferenziata,6.0,greedy,0,32,88290.4655,44888.4,17280.0,3207.2036,22914.8619,61.553901
organico,0.5,clarke_wright,0,94,147193.6678,139447.5,5640.0,241.2302,1864.9376,324.578067
organico,1.0,clarke_wright,0,47,118913.4961,109447.5,5640.0,340.1249,3485.8712,324.578067
organico,1.5,clarke_wright,0,33,90969.3294,79447.5,5940.0,452.2845,5129.5449,324.578067
organico,2.0,clarke_wright,0,29,68305.9838,53953.5,6960.0,584.6414,6807.8425,324.578067
organico,2.5,clarke_wright,0,29,50906.1048,32965.5,8700.0,730.8017,8509.8031,324.578067
organico,3.0,clarke_wright,0,29,49466.2258,27937.5,10440.0,876.9621,10211.7637,324.578067
organico,3.5,clarke_wright,1,29,48026.3467,22909.5,12180.0,1023.1224,11913.7243,324.578067
organico,4.0,clarke_wright,0,29,50243.4677,21538.5,13920.0,1169.2828,13615.6849,324.578067
organico,4.5,clarke_wright,0,29,56117.5886,23824.5,15660.0,1315.4431,15317.6455,324.578067
organico,5.0,clarke_wright,0,29,61991.7096,26110.5,17400.0,1461.6035,17019.6061,324.578067
organico,5.5,clarke_wright,0,29,71579.8305,32110.5,19140.0,1607.7638,18721.5668,324.578067
organico,6.0,clarke_wright,0,29,81167.9515,38110.5,20880.0,1753.9241,20423.5274,324.578067
carta,0.5,clarke_wright,0,63,42037.1,37779.0,2520.0,194.7474,1543.3526,324.578067
carta,1.0,clarke_wright,0,31,18900.9835,13186.2,2480.0,300.5518,2934.2317,324.578067
carta,1.5,clarke_wright,1,25,15939.3941,8158.2,3000.0,424.6768,4356.5173,324.578067
carta,2.0,clarke_wright,0,25,20819.1255,10444.2,4000.0,566.2357,5808.6898,324.578067
carta,2.5,clarke_wright,0,25,29412.8568,16444.2,5000.0,707.7946,7260.8622,324.578067
carta,3.0,clarke_wright,0,25,38006.5882,22444.2,6000.0,849.3536,8713.0347,324.578067
carta,3.5,clarke_wright,0,25,46600.3196,28444.2,7000.0,990.9125,10165.2071,324.578067
carta,4.0,clarke_wright,0,25,55194.051,34444.2,8000.0,1132.4714,11617.3795,324.578067
carta,4.5,clarke_wright,0,25,63787.7823,40444.2,9000.0,1274.0303,13069.552,324.578067
carta,5.0,clarke_wright,0,25,72381.5137,46444.2,10000.0,1415.5893,14521.7244,324.578067
carta,5.5,clarke_wright,0,25,80975.2451,52444.2,11000.0,1557.1482,15973.8969,324.578067
carta,6.0,clarke_wright,0,25,89568.9764,58444.2,12000.0,1698.7071,17426.0693,324.578067
plastica,0.5,clarke_wright,0,79,89794.2416,85224.3,2765.0,219.3732,1585.5684,324.578067
plastica,1.0,clarke_wright,0,41,61392.7224,55224.3,2870.0,323.9977,2974.4246,324.578067
plastica,1.5,clarke_wright,0,27,38453.8958,30811.74,2835.0,434.2416,4372.9142,324.578067
plastica,2.0,clarke_wright,0,25,29274.6655,19399.74,3500.0,566.2357,5808.6898,324.578067
plastica,2.5,clarke_wright,1,25,26715.3968,14371.74,4375.0,707.7946,7260.8622,324.578067
plastica,3.0,clarke_wright,0,25,30738.7282,15926.34,5250.0,849.3536,8713.0347,324.578067
plastica,3.5,clarke_wright,0,25,36236.2596,18955.14,6125.0,990.9125,10165.2071,324.578067
plastica,4.0,clarke_wright,0,25,44704.991,24955.14,7000.0,1132.4714,11617.3795,324.578067
plastica,4.5,clarke_wright,0,25,53173.7223,30955.14,7875.0,1274.0303,13069.552,324.578067
plastica,5.0,clarke_wright,0,25,61642.4537,36955.14,8750.0,1415.5893,14521.7244,324.578067
plastica,5.5,clarke_wright,0,25,70111.1851,42955.14,9625.0,1557.1482,15973.8969,324.578067
plastica,6.0,clarke_wright,0,25,78579.9164,48955.14,10500.0,1698.7071,17426.0693,324.578067
vetro,0.5,clarke_wright,1,36,10815.0466,6593.1,1980.0,157.5724,2084.3742,324.578067
vetro,1.0,clarke_wright,0,36,13665.9933,5222.1,3960.0,315.1449,4168.7484,324.578067
vetro,1.5,clarke_wright,0,36,23887.9399,11222.1,5940.0,472.7173,6253.1226,324.578067
vetro,2.0,clarke_wright,0,36,34109.8865,17222.1,7920.0,630.2898,8337.4968,324.578067
vetro,2.5,clarke_wright,0,36,44331.8332,23222.1,9900.0,787.8622,10421.8709,324.578067
vetro,3.0,clarke_wright,0,36,54553.7798,29222.1,11880.0,945.4347,12506.2451,324.578067
vetro,3.5,clarke_wright,0,36,64775.7265,35222.1,13860.0,1103.0071,14590.6193,324.578067
vetro,4.0,clarke_wright,0,36,74997.6731,41222.1,15840.0,1260.5796,16674.9935,324.578067
vetro,4.5,clarke_wright,0,36,85219.6197,47222.1,17820.0,1418.152,18759.3677,324.578067
vetro,5.0,clarke_wright,0,36,95441.5664,53222.1,19800.0,1575.7245,20843.7419,324.578067
vetro,5.5,clarke_wright,0,36,105663.513,59222.1,21780.0,1733.2969,22928.1161,324.578067
vetro,6.0,clarke_wright,0,36,115885.4596,65222.1,23760.0,1890.8694,25012.4903,324.578067
indifferenziata,0.5,clarke_wright,0,58,110127.5979,105558.0,2610.0,187.2308,1772.3671,324.578067
indifferenziata,1.0,clarke_wright,0,30,81971.6745,75558.0,2700.0,298.7432,3414.9313,324.578067
indifferenziata,1.5,clarke_wright,0,29,56840.3528,47360.4,3915.0,446.0668,5118.886,324.578067
indifferenziata,2.0,clarke_wright,0,29,39012.3371,26372.4,5220.0,594.7558,6825.1814,324.578067
indifferenziata,2.5,clarke_wright,0,29,37144.3214,21344.4,6525.0,743.4447,8531.4767,324.578067
indifferenziata,3.0,clarke_wright,1,29,35276.3057,16316.4,7830.0,892.1336,10237.7721,324.578067
indifferenziata,3.5,clarke_wright,0,29,40722.29,18602.4,9135.0,1040.8226,11944.0674,324.578067
indifferenziata,4.0,clarke_wright,0,29,46168.2743,20888.4,10440.0,1189.5115,13650.3627,324.578067
indifferenziata,4.5,clarke_wright,0,29,55328.2585,26888.4,11745.0,1338.2004,15356.6581,324.578067
indifferenziata,5.0,clarke_wright,0,29,64488.2428,32888.4,13050.0,1486.8894,17062.9534,324.578067
indifferenziata,5.5,clarke_wright,0,29,73648.2271,38888.4,14355.0,1635.5783,18769.2488,324.578067
indifferenziata,6.0,clarke_wright,0,29,82808.2114,44888.4,15660.0,1784.2673,20475.5441,324.578067
