rifiuto,X_r,algoritmo,is_best,n_vehicles,F_total,F_insoddis,F_costo_fisso,F_viaggio,F_lavoro,algo_time_sec
carta,1.5,clarke_wright,1,4,2243.1038,991.2,480.0,126.8856,645.0182,8.676402
carta,2.0,clarke_wright,0,4,2874.405,1205.2,640.0,169.1808,860.0242,8.676402
carta,2.5,clarke_wright,0,4,3991.7063,1905.2,800.0,211.476,1075.0303,8.676402
carta,3.0,clarke_wright,0,4,5109.0075,2605.2,960.0,253.7712,1290.0363,8.676402
carta,3.5,clarke_wright,0,4,6226.3088,3305.2,1120.0,296.0664,1505.0424,8.676402
carta,4.0,clarke_wright,0,4,7343.61,4005.2,1280.0,338.3616,1720.0484,8.676402
carta,4.5,clarke_wright,0,4,8460.9113,4705.2,1440.0,380.6568,1935.0545,8.676402
carta,5.0,clarke_wright,0,4,9578.2125,5405.2,1600.0,422.952,2150.0605,8.676402
carta,5.5,clarke_wright,0,4,10695.5138,6105.2,1760.0,465.2472,2365.0666,8.676402
carta,6.0,clarke_wright,0,4,11812.815,6805.2,1920.0,507.5424,2580.0726,8.676402
plastica,0.5,clarke_wright,0,10,10681.6167,10055.8,350.0,49.1167,226.7,8.676402
plastica,1.0,clarke_wright,0,5,7430.3779,6555.8,350.0,88.2656,436.3124,8.676402
plastica,1.5,clarke_wright,0,4,4906.1438,3714.24,420.0,126.8856,645.0182,8.676402
plastica,2.0,clarke_wright,0,4,3956.245,2367.04,560.0,169.1808,860.0242,8.676402
plastica,2.5,clarke_wright,1,4,3733.5463,1747.04,700.0,211.476,1075.0303,8.676402
plastica,3.0,clarke_wright,0,4,4261.4475,1877.64,840.0,253.7712,1290.0363,8.676402
plastica,3.5,clarke_wright,0,4,4969.9488,2188.84,980.0,296.0664,1505.0424,8.676402
plastica,4.0,clarke_wright,0,4,6067.25,2888.84,1120.0,338.3616,1720.0484,8.676402
plastica,4.5,clarke_wright,0,4,7164.5513,3588.84,1260.0,380.6568,1935.0545,8.676402
plastica,5.0,clarke_wright,0,4,8261.8525,4288.84,1400.0,422.952,2150.0605,8.676402
plastica,5.5,clarke_wright,0,4,9359.1538,4988.84,1540.0,465.2472,2365.0666,8.676402
plastica,6.0,clarke_wright,0,4,10456.455,5688.84,1680.0,507.5424,2580.0726,8.676402
vetro,0.5,clarke_wright,1,5,1412.5868,805.6,275.0,43.5609,288.4258,8.676402
vetro,1.0,clarke_wright,0,5,1816.5735,602.6,550.0,87.1218,576.8517,8.676402
vetro,1.5,clarke_wright,0,5,3123.5603,1302.6,825.0,130.6827,865.2775,8.676402
vetro,2.0,clarke_wright,0,5,4430.547,2002.6,1100.0,174.2436,1153.7034,8.676402
vetro,2.5,clarke_wright,0,5,5737.5338,2702.6,1375.0,217.8045,1442.1292,8.676402
vetro,3.0,clarke_wright,0,5,7044.5205,3402.6,1650.0,261.3655,1730.5551,8.676402
vetro,3.5,clarke_wright,0,5,8351.5073,4102.6,1925.0,304.9264,2018.9809,8.676402
vetro,4.0,clarke_wright,0,5,9658.494,4802.6,2200.0,348.4873,2307.4068,8.676402
vetro,4.5,clarke_wright,0,5,10965.4808,5502.6,2475.0,392.0482,2595.8326,8.676402
vetro,5.0,clarke_wright,0,5,12272.4675,6202.6,2750.0,435.6091,2884.2584,8.676402
vetro,5.5,clarke_wright,0,5,13579.4543,6902.6,3025.0,479.17,3172.6843,8.676402
vetro,6.0,clarke_wright,0,5,14886.441,7602.6,3300.0,522.7309,3461.1101,8.676402
indifferenziata,0.5,clarke_wright,0,8,13101.6867,12448.0,360.0,45.2004,248.4863,8.676402
indifferenziata,1.0,clarke_wright,0,5,9972.493,8948.0,450.0,85.6553,488.8377,8.676402
indifferenziata,1.5,clarke_wright,0,5,7197.1395,5660.4,675.0,128.483,733.2565,8.676402
indifferenziata,2.0,clarke_wright,0,5,5271.386,3222.4,900.0,171.3106,977.6754,8.676402
indifferenziata,2.5,clarke_wright,0,5,5163.6325,2602.4,1125.0,214.1383,1222.0942,8.676402
indifferenziata,3.0,clarke_wright,1,5,5055.879,1982.4,1350.0,256.9659,1466.513,8.676402
indifferenziata,3.5,clarke_wright,0,5,5782.1255,2196.4,1575.0,299.7936,1710.9319,8.676402
indifferenziata,4.0,clarke_wright,0,5,6508.372,2410.4,1800.0,342.6212,1955.3507,8.676402
indifferenziata,4.5,clarke_wright,0,5,7720.6185,3110.4,2025.0,385.4489,2199.7696,8.676402
indifferenziata,5.0,clarke_wright,0,5,8932.865,3810.4,2250.0,428.2766,2444.1884,8.676402
indifferenziata,5.5,clarke_wright,0,5,10145.1115,4510.4,2475.0,471.1042,2688.6072,8.676402
indifferenziata,6.0,clarke_wright,0,5,11357.358,5210.4,2700.0,513.9319,2933.0261,8.676402
